GalaxyID_test,Snap_Last_Minor_Merger,L_Last_Minor_Merger,Redshift_Minor
8621305,27,1.12038254737854,0.1
8945136,27,1.6932264566421509,0.1
10483288,27,1.1923909187316897,0.1
17071982,27,1.3217724561691284,0.1
8264928,27,1.2718864679336548,0.1
17654556,27,1.6005921363830566,0.1
2780928,27,1.4058442115783691,0.1
18115428,27,1.1552730798721311,0.1
9022543,27,1.141775608062744,0.1
8525642,27,1.7214901447296145,0.1
9641080,27,1.1595522165298462,0.1
12785591,27,1.2748596668243408,0.1
12703762,27,1.1028728485107422,0.1
10189420,27,1.6476755142211914,0.1
12132759,27,1.4817986488342283,0.1
15063054,27,1.190576672554016,0.1
9716327,27,1.2922278642654421,0.1
9228472,27,1.1466573476791382,0.1
1763816,27,1.7571581602096558,0.1
15484682,27,1.1353057622909546,0.1
16204627,27,1.2575945854187012,0.1
16056371,27,1.149390459060669,0.1
9633337,27,1.2569797039031982,0.1
10915109,27,1.6547967195510864,0.1
10046237,27,1.3675153255462646,0.1
