GalaxyID,NSF_Mass,KappaCoRot,SubHaloGalaxyID
13265404,84113270.0,0.2035788514532343,13265404
13265403,18229438000.0,0.15577365701526266,13265403
13265403,18229438000.0,0.15577365701526266,13265403
13265402,18423990000.0,0.28809852469110153,13265402
20043762,42436420000.0,0.32072917262414563,20043762
20043761,50396004000.0,0.23985388162310578,20043761
20043757,120344000000.0,0.1501084221723149,20043757
20043756,115347810000.0,0.1510734575038973,20043756
20069920,62472892000.0,0.35875442431383436,20069920
20069919,96097395000.0,0.30242027501247243,20069919
20069916,827856300000.0,0.4671882528519516,20069916
20069915,1271039900000.0,0.42690191813262834,20069915
20069912,1249007400000.0,0.30587797500054026,20069912
20069911,1355248800000.0,0.14716335973377384,20069911
13738387,6462378500.0,0.2300141470050129,13738387
13738386,8053448000.0,0.1589101184576851,13738386
13738378,17702380000.0,0.2921872142575572,13738378
13738377,20780603000.0,0.15739938982516133,13738377
10269202,24319840000.0,0.23673229365647927,10269202
10269201,31985805000.0,0.2608695028467739,10269201
10280523,15120051000.0,0.1797539469920658,10280523
10280522,18816897000.0,0.22964008364186467,10280522
10345841,17756684000.0,0.397674964713101,10345841
10345840,19521397000.0,0.3463735565970081,10345840
10377633,8697585000.0,0.2851350192354516,10377633
10377625,15718624000.0,0.4897477793130318,10377625
10377624,19360758000.0,0.20272529064832912,10377624
10422415,14899300000.0,0.2990535497238454,10422415
10422414,19714370000.0,0.2834878195155557,10422414
10452304,13613868000.0,0.22085757014268673,10452304
10452303,15831745000.0,0.1506662915601247,10452303
10455670,10254316000.0,0.43561333823660425,10455670
10455669,12426472000.0,0.42503520075016465,10455669
10503093,8526418400.0,0.3479513947741551,10503093
